25.98;26.53;24.8
25.06;27.27;24.8
24.74;26.94;24.8
25.65;26.28;24.8
25.82;25.62;24.8
24.58;26.12;24.8
23.5;26.94;24.8
23.74;27.19;24.8
24.91;26.36;24.8
25.98;26.03;24.8
23.08;27.36;24.8
23.49;27.69;24.8
21.75;28.93;24.8
21.5;28.6;24.8
26.57;25.29;24.6
26.98;25.79;24.6
25.98;26.53;24.6
25.65;26.28;24.6
24.74;26.94;24.6
25.06;27.27;24.6
25.82;25.62;24.6
25.98;26.03;24.6
24.91;26.36;24.6
23.74;27.19;24.6
23.5;26.94;24.6
23.08;27.36;24.6
23.49;27.69;24.6
21.75;28.93;24.6
21.5;28.6;24.6
21.17;28.84;24.6
21.65;29.83;24.6
9.72;34.38;24.6
9.23;33.47;24.6
9.72;34.38;24.2
9.23;33.47;24.2
8.48;33.8;24.2
8.89;34.79;24.2
8.89;34.79;24
8.48;33.8;24
9.23;33.47;24
9.72;34.38;24
21.65;29.83;24
21.17;28.84;24
24.58;26.12;24
25.06;27.27;24
26.98;25.79;24
26.57;25.29;24
