29.18;29.01;24.2
29.84;29.75;24.2
28.68;29.92;24.2
27.61;29.83;24.2
26.78;29.5;24.2
26.12;29.09;24.2
25.8;28.84;24.2
25.38;28.51;24.2
24.8;29.01;24.2
24.64;28.76;24.2
25.89;27.69;24.2
26.54;28.26;24.2
26.87;28.51;24.2
27.53;28.76;24.2
28.03;28.93;24.2
28.52;29.01;24.2
29.18;29.01;24
29.84;29.75;24
28.68;29.92;24
27.61;29.83;24
26.78;29.5;24
26.12;29.09;24
25.8;28.84;24
25.38;28.51;24
24.8;29.01;24
24.64;28.76;24
25.89;27.69;24
26.54;28.26;24
26.87;28.51;24
27.53;28.76;24
28.03;28.93;24
28.52;29.01;24
