21.96;18.54;25.8
20.19;16.02;25.8
18.5;17.3;25.8
18.69;17.4;25.8
19.72;16.76;25.8
20.09;17.69;25.8
17.1;19.05;25.8
16.64;19.69;25.8
16.82;19.97;25.8
17.76;19.52;25.8
17.66;19.24;25.8
18.41;18.88;25.8
18.5;19.15;25.8
20.75;18.16;25.8
20.65;17.78;25.8
20.93;17.69;25.8
21.59;18.53;25.8
19.72;16.76;25.6
20.09;17.69;25.6
18.69;17.4;25.6
18.41;17.3;25.6
16.36;18.95;25.6
17.1;19.05;25.6
16.73;19.69;25.6
17.38;20.53;25.6
16.45;20.34;25.6
13.83;21.7;25.6
14.3;22.26;25.6
14.39;22.36;25.6
13.74;22.81;25.6
14.95;24.31;25.6
15.33;24.03;25.6
21.5;19.27;25.6
22.06;18.91;25.6
21.96;18.54;25.6
21.59;18.53;25.6
21.03;17.97;25.6
20.75;18.25;25.6
20.93;18.62;25.4
21.96;19.83;25.4
20.84;20.56;25.4
20.37;20;25.4
19.81;20.18;25.4
19.72;20;25.4
18.6;20.91;25.4
19.25;20.73;25.4
18.88;19.99;25.4
19.44;19.63;25.4
18.97;18.88;25.4
17.01;19.88;25.4
17.48;20.72;25.4
18.13;20.17;25.4
16.36;19.04;25.4
16.92;19.79;25.4
13.74;21.79;25.4
13.93;22.81;25.4
16.17;25.98;25.4
15.89;26.17;25.4
16.45;27.1;25.4
16.07;27.28;25.4
12.71;21.88;25.4
15.98;25.98;25.2
16.45;27.1;25.2
20.93;24.82;25.2
20.75;24.36;25.2
24.49;22.26;25.2
22.99;19.84;25.2
22.52;20.21;25.2
23.83;22.26;25.2
21.68;23.44;25.2
20.75;22.14;25.2
19.81;22.59;25.2
20.09;23.34;25.2
19.44;23.79;25.2
19.72;24.54;25.2
19.07;24.9;25.2
18.69;24.53;25.2
21.96;18.54;25
20.19;16.02;25
18.5;17.3;25
18.69;17.4;25
19.72;16.76;25
20.09;17.69;25
17.1;19.05;25
16.64;19.69;25
16.82;19.97;25
17.76;19.52;25
17.66;19.24;25
18.41;18.88;25
18.5;19.15;25
20.75;18.16;25
20.65;17.78;25
20.93;17.69;25
21.59;18.53;25
19.72;16.76;25
20.09;17.69;25
18.69;17.4;25
18.41;17.3;25
16.36;18.95;25
17.1;19.05;25
16.73;19.69;25
17.38;20.53;25
16.45;20.34;25
13.83;21.7;25
14.3;22.26;25
14.39;22.36;25
13.74;22.81;25
14.95;24.31;25
15.33;24.03;25
21.5;19.27;25
22.06;18.91;25
21.96;18.54;25
21.59;18.53;25
21.03;17.97;25
20.75;18.25;25
20.93;18.62;25
21.96;19.83;25
20.84;20.56;25
20.37;20;25
19.81;20.18;25
19.72;20;25
18.6;20.91;25
19.25;20.73;25
18.88;19.99;25
19.44;19.63;25
18.97;18.88;25
17.01;19.88;25
17.48;20.72;25
18.13;20.17;25
16.36;19.04;25
16.92;19.79;25
13.74;21.79;25
13.93;22.81;25
16.17;25.98;25
15.89;26.17;25
16.45;27.1;25
16.07;27.28;25
12.71;21.88;25
15.98;25.98;25
16.45;27.1;25
20.93;24.82;25
20.75;24.36;25
24.49;22.26;25
22.99;19.84;25
22.52;20.21;25
23.83;22.26;25
21.68;23.44;25
20.75;22.14;25
19.81;22.59;25
20.09;23.34;25
19.44;23.79;25
19.72;24.54;25
19.07;24.9;25
18.69;24.53;25
