9;9;0.8;22
9;8;1;21
9;7;0.8;22
9;6;0.8;22
9;25;4.6;3
9;24;4.8;2
9;23;4.6;3
9;22;4.8;2
9;21;3.2;10
9;2;2;16
9;18;3.8;7
9;17;2.4;14
9;16;4.4;4
9;15;2.8;12
9;14;2.4;14
9;13;2.4;14
9;12;2.2;15
9;11;1.8;17
9;10;2;16
8;9;0.8;22
8;8;1;21
8;7;0.4;24
8;6;0.8;22
8;4;1.8;17
8;26;4.6;3
8;25;4.8;2
8;24;4.8;2
8;23;4.8;2
8;22;4;6
8;21;0.2;25
8;19;3;11
8;16;2;16
8;15;2.6;13
8;14;2.4;14
8;13;2.2;15
8;12;2.6;13
8;11;2.4;14
8;10;2;16
7;9;0.8;22
7;8;0.6;23
7;7;0.8;22
7;6;0.6;23
7;24;3.4;9
7;23;4.4;4
7;19;0.8;22
7;14;2.6;13
7;13;2.6;13
7;12;2.6;13
7;11;2.2;15
7;10;1.8;17
6;13;2.6;13
6;11;2;16
6;10;2;16
5;9;0.8;22
5;8;0.8;22
5;7;0.6;23
5;6;0.4;24
5;24;2.8;12
5;11;1.8;17
4;8;0.8;22
4;7;0.2;25
4;6;0.6;23
3;9;0.8;22
3;8;0.6;23
3;7;0.8;22
3;6;0.2;25
3;12;2;16
22;21;4.2;5
22;20;3;11
22;19;3;11
22;18;3;11
22;17;3.2;10
22;16;2.6;13
22;15;1.6;18
22;13;1.6;18
21;23;4.2;5
21;22;4.2;5
21;21;4.2;5
21;20;2.4;14
21;19;3;11
21;18;3;11
21;17;3;11
21;16;3;11
21;15;2.6;13
21;14;2.4;14
21;13;0.8;22
20;26;4.2;5
20;22;4.6;3
20;21;4.6;3
20;20;4;6
20;19;3;11
20;18;3;11
20;17;3;11
20;16;3;11
20;15;3;11
20;14;3.4;9
20;13;0.8;22
2;8;1;21
2;7;2.6;13
2;12;2.6;13
19;7;2.4;14
19;24;1.6;18
19;23;4.4;4
19;22;4.8;2
19;21;4.6;3
19;20;4.6;3
19;19;4;6
19;18;4.2;5
19;17;4.8;2
19;16;4.2;5
19;15;3.4;9
19;14;4.6;3
19;13;5;1
19;12;4.8;2
19;11;2.8;12
19;10;1.4;19
18;8;1;21
18;27;4.6;3
18;24;2.4;14
18;23;4.8;2
18;22;4.8;2
18;21;4.6;3
18;20;4.8;2
18;19;4.6;3
18;18;4.8;2
18;17;4.2;5
18;16;4.8;2
18;15;3.8;7
18;14;5;1
18;13;5;1
18;12;5;1
18;11;4.2;5
18;10;0.6;23
17;9;1;21
17;8;1;21
17;24;4.8;2
17;23;4.8;2
17;22;4.8;2
17;21;4.8;2
17;20;5;1
17;19;4.8;2
17;18;4.6;3
17;17;4.8;2
17;16;4.8;2
17;15;4.4;4
17;14;4.4;4
17;13;5;1
17;12;4.8;2
17;11;5;1
17;10;2;16
16;9;0.8;22
16;8;0.8;22
16;25;3.6;8
16;24;4.8;2
16;23;5;1
16;22;4.8;2
16;21;5;1
16;20;4.8;2
16;19;4.8;2
16;18;4.8;2
16;17;4.8;2
16;16;4.8;2
16;15;4.8;2
16;14;4.8;2
16;13;4.8;2
16;12;5;1
16;11;5;1
16;10;4.4;4
15;9;0.4;24
15;8;1;21
15;7;0.2;25
15;24;5;1
15;23;4.8;2
15;22;4.8;2
15;21;3.8;7
15;20;4.8;2
15;19;4.8;2
15;18;4.8;2
15;17;5;1
15;16;5;1
15;15;4.8;2
15;14;5;1
15;13;4.8;2
15;12;5;1
15;11;4.8;2
15;10;2;16
14;9;1;21
14;8;1;21
14;3;0.2;25
14;24;5;1
14;23;5;1
14;22;4.8;2
14;21;4.8;2
14;20;4.6;3
14;19;4.8;2
14;18;4.8;2
14;17;5;1
14;16;4.8;2
14;15;5;1
14;14;4.8;2
14;13;4.8;2
14;12;4.8;2
14;11;2;16
14;10;2;16
13;9;0.8;22
13;8;1;21
13;7;0.4;24
13;6;0.2;25
13;26;1;21
13;24;4.8;2
13;23;5;1
13;22;4.8;2
13;21;4.6;3
13;20;4.6;3
13;19;4.8;2
13;18;5;1
13;17;4.8;2
13;16;4.8;2
13;15;4.8;2
13;14;5;1
13;13;4.6;3
13;12;2;16
13;11;2;16
13;10;2;16
12;9;1;21
12;8;0.8;22
12;7;1;21
12;6;1;21
12;5;0.2;25
12;27;1.6;18
12;25;4.8;2
12;24;5;1
12;23;5;1
12;22;5;1
12;21;4.8;2
12;20;5;1
12;19;5;1
12;18;5;1
12;17;5;1
12;16;4.4;4
12;15;5;1
12;14;4.8;2
12;13;4.8;2
12;12;2;16
12;11;2.4;14
11;9;2;16
11;8;1;21
11;7;1;21
11;6;1;21
11;5;0.6;23
11;28;0.4;24
11;26;4.2;5
11;25;4.8;2
11;24;5;1
11;23;5;1
11;22;4.8;2
11;21;5;1
11;20;5;1
11;19;5;1
11;18;4.8;2
11;17;5;1
11;16;5;1
11;15;4.8;2
11;14;4.6;3
11;13;2;16
11;11;2;16
11;10;2;16
10;9;1;21
10;8;1;21
10;7;1.4;19
10;6;0.8;22
10;3;0.8;22
10;25;4.2;5
10;24;4.8;2
10;23;4.8;2
10;22;4.8;2
10;21;4.8;2
10;20;3.2;10
10;19;1.4;19
10;18;1.8;17
10;17;2;16
10;16;4.8;2
10;15;4.8;2
10;14;2;16
10;13;2;16
10;12;2;16
10;11;2.4;14
10;10;1.6;18
1;8;1;21
1;7;0.8;22
