15;12;5;1
9;22;4.8;2
11;20;4.8;2
12;20;4.8;2
15;13;4.8;2
9;23;4.6;3
11;17;4.6;3
12;15;4.6;3
12;18;4.6;3
13;14;4.6;3
15;24;4.6;3
9;16;4.4;4
10;15;4.4;4
11;15;4.4;4
12;14;4.4;4
12;15;4.4;4
13;15;4.4;4
10;24;4.2;5
10;25;4.2;5
11;19;4.2;5
12;15;4.2;5
13;23;4.2;5
9;16;4;6
10;16;4;6
11;17;4;6
12;17;4;6
10;15;3.8;7
10;16;3.8;7
11;18;3.8;7
12;14;3.8;7
13;14;3.8;7
18;19;3.8;7
9;16;3.6;8
11;18;3.6;8
13;17;3.6;8
15;12;3.6;8
18;17;3.4;9
13;23;3.4;9
15;11;3.4;9
15;13;3.4;9
11;15;3.2;10
19;13;3.2;10
19;13;3;11
19;18;2.8;12
16;12;2.6;13
21;16;2.6;13
19;17;2.4;14
21;18;2.4;14
18;15;2.2;15
22;19;2.2;15
10;15;2;16
11;12;2;16
11;13;2;16
20;22;2;16
10;15;1.8;17
11;11;1.8;17
11;12;1.8;17
11;13;1.8;17
12;12;1.8;17
13;10;1.8;17
21;15;1.8;17
11;11;1.6;18
11;12;1.6;18
11;13;1.6;18
11;22;1.6;18
12;11;1.6;18
13;18;1.6;18
9;13;1.4;19
11;10;1.4;19
11;11;1.4;19
11;13;1.4;19
19;10;1.4;19
10;12;1.2;20
10;13;1.2;20
11;12;1.2;20
12;10;1.2;20
22;21;1.2;20
10;9;1;21
11;10;1;21
11;11;1;21
12;9;1;21
12;10;1;21
13;8;1;21
15;8;1;21
3;7;0.8;22
4;8;0.8;22
10;11;0.8;22
11;11;0.8;22
12;9;0.8;22
12;10;0.8;22
12;11;0.8;22
13;9;0.8;22
14;9;0.8;22
5;7;0.6;23
11;10;0.6;23
11;13;0.6;23
12;10;0.6;23
13;9;0.6;23
14;9;0.6;23
4;6;0.4;24
11;13;0.4;24
14;8;0.4;24
9;9;0.2;25
13;9;0.2;25
