8;19;3;11
8;22;3.8;7
8;23;3.2;10
9;23;3;11
9;24;4;6
9;24;3.2;10
9;24;2.6;13
9;25;3.8;7
10;22;2.8;12
10;23;2.2;15
10;25;3.8;7
11;19;3.8;7
11;20;1.6;18
11;20;0.8;22
11;22;1.2;20
11;22;1;21
11;22;0.6;23
11;23;2.8;12
11;23;1.2;20
12;5;0.2;25
12;11;2.4;14
12;17;2.8;12
12;18;1.2;20
12;20;2.2;15
12;20;1.8;17
12;20;1.4;19
12;24;3.6;8
13;16;3.6;8
13;17;2.8;12
13;17;2.6;13
13;22;3;11
13;22;2.6;13
13;22;2.4;14
13;22;2;16
13;23;2.8;12
13;24;3;11
14;14;2.8;12
14;15;4;6
14;15;3.4;9
14;18;3.8;7
14;18;3.2;10
14;22;3.2;10
15;10;2;16
15;13;3.6;8
15;14;4.6;3
15;14;4.2;5
15;18;3.8;7
16;13;3.8;7
16;13;3.2;10
16;14;4.2;5
16;16;3.4;9
16;18;3.6;8
16;20;3.6;8
16;21;4.6;3
16;21;4;6
17;20;4;6
17;21;4.8;2
17;22;4.8;2
18;13;4.8;2
18;13;3;11
18;17;3.4;9
18;24;2.4;14
19;14;4.2;5
20;22;2;16
