18;22;4.8;2
15;23;4.6;3
18;22;4.6;3
18;21;4.4;4
17;21;4;6
18;23;4;6
18;21;3.8;7
17;19;3.6;8
18;21;3.6;8
19;20;3.6;8
15;16;3.4;9
17;22;3.4;9
18;22;3.4;9
15;19;3.2;10
16;12;3.2;10
16;13;3.2;10
17;22;3.2;10
18;21;3.2;10
20;22;3.2;10
14;16;3;11
15;13;3;11
15;15;3;11
15;16;3;11
16;24;3;11
18;19;3;11
19;21;3;11
20;20;2.8;12
12;25;2.6;13
14;15;2.6;13
14;18;2.6;13
15;19;2.6;13
15;20;2.6;13
20;19;2.6;13
20;20;2.6;13
13;22;2.4;14
14;16;2.4;14
15;15;2.4;14
15;19;2.4;14
17;12;2.4;14
17;17;2.4;14
18;21;2.4;14
11;19;2.2;15
13;18;2.2;15
14;21;2.2;15
17;17;2.2;15
19;20;2.2;15
8;23;2;16
13;15;2;16
13;18;2;16
14;18;2;16
15;19;2;16
15;20;2;16
19;20;2;16
8;23;1.8;17
9;11;1.8;17
13;16;1.8;17
15;13;1.8;17
15;14;1.8;17
15;18;1.8;17
14;15;1.6;18
14;19;1.6;18
15;18;1.6;18
8;23;1.4;19
12;14;1.4;19
15;14;1.4;19
16;23;1.4;19
15;13;1.2;20
8;23;1;21
9;25;1;21
17;21;1;21
14;19;0.8;22
11;19;0.6;23
11;20;0.6;23
11;22;0.6;23
13;18;0.6;23
21;14;0.6;23
8;22;0.4;24
10;16;0.4;24
11;22;0.4;24
20;14;0.4;24
12;5;0.2;25
16;10;0.2;25
