45;35;27.7;8112
15;15;27.7;8162
25;15;27.7;8173,8174
25;15;27.7;00
35;5;27.5;8708
15;15;27.3;8987
5;5;27.3;00
45;35;26.9;9837
5;5;26.9;00
15;25;26.9;9856
15;15;26.7;10473
5;5;26.5;00
45;15;26.3;11373
5;5;26.1;00
25;5;26.1;12075
25;15;25.7;12762
5;5;25.7;00
15;15;25.5;13065
5;5;25.5;13100
15;25;25.5;13006
15;15;25.5;13065
25;15;25.3;13440
15;15;25.1;14134
