14.08;18.8;27.7;7759
29.03;15.25;27.5;8177
25.73;15.96;27.5;8178
20.78;9.12;27.5;8222
15.92;14.8;27.3;8666
13.9;21.03;26.5;10452
16.87;17.6;26.3;11052
15.03;17.82;26.1;11366
